Date,CVaR_Index,Equal_Weight,Cap_Weight
2010-01-04,0.0,0.3736663429995568,0.0
2010-04-01,0.482792418775535,8.732575693964728,0.0
2010-04-02,0.7730330408707742,9.046861363341009,0.0
2010-04-05,0.8910407017485023,9.18168219436577,0.0
2010-04-06,1.0279825164685175,9.283034979562842,0.0
2010-04-07,0.8841668009331505,9.130015814704983,0.0
2010-04-08,0.948023755469074,9.247018219984348,0.0
2010-04-09,1.4325516506495495,9.83136598979273,0.0
2010-04-12,1.6489212634172024,10.123762752502042,0.0
2010-04-13,1.4341150348286869,9.899709582861771,0.0
2010-04-14,1.6983294569797192,10.16476747535524,0.0
2010-04-15,2.1547803181832803,10.650266850048462,0.0
2010-04-16,2.05474774591603,10.528121095912656,0.0
2010-04-19,2.222827159155494,10.690971595102017,0.0
2010-04-20,2.381308904875268,10.81353636376592,0.0
2010-04-21,2.7399584996549597,11.242882453757819,0.0
2010-04-22,2.6236810264471444,11.10265660851577,0.0
2010-04-23,3.0502388770856426,11.578373002115882,0.0
2010-04-26,3.465039015019933,11.946253092427096,0.0
2010-04-27,3.5646309872785054,12.041973703007747,0.0
2010-04-28,3.9624006225592368,12.450861038070048,0.0
2010-04-29,4.183186478283285,12.704942336321912,0.0
2010-04-30,4.8154140919280275,13.324470254599575,0.0
2010-05-03,5.000151422163124,13.589229051722441,0.0
2010-05-04,5.88286301056693,14.52748856075965,0.0
2010-05-05,6.65497124941159,15.295008062487959,0.0
2010-05-06,6.985450512268998,15.692677947358025,0.0
2010-05-07,6.455023653535186,15.041894226568209,0.0
2010-05-10,6.529385423820289,15.080234727932273,0.0
2010-05-11,6.507431937566421,15.0747721679525,0.0
2010-05-12,6.606521033754342,15.170449536795584,0.0
2010-05-13,6.449838898697924,15.008006629494597,0.0
2010-05-14,6.299294271441513,14.91501551150607,0.0
2010-05-17,6.138363185055984,14.743335334718788,0.0
2010-05-18,6.970405480685193,15.571955770648538,0.0
2010-05-19,6.959736222474522,15.563030779251207,0.0
2010-05-20,6.778007913631567,15.387340336428323,0.0
2010-05-21,7.07967210702205,15.740385661925371,0.0
2010-05-24,7.1693788520025725,15.871871677985716,0.0
2010-05-25,7.447962818305109,16.169418662660284,0.0
2010-05-26,7.764410553165191,16.568166185995548,0.0
2010-05-27,7.638975255020419,16.389416722573525,0.0
2010-05-28,8.091290818679875,16.90723580015836,0.0
2010-05-31,8.257050803651689,17.196582005666492,0.0
2010-06-01,8.171106507162328,17.062495575513893,0.0
2010-06-02,8.316418885756804,17.205736847869545,0.0
2010-06-03,7.963762828233278,16.807820108788228,0.0
2010-06-04,8.303116813979505,17.152792492663682,0.0
2010-06-07,8.751472784994752,17.64719436830573,0.0
2010-06-08,9.314200630178116,18.297449138461385,0.0
2010-06-09,10.081211644366395,19.173499437524512,0.0
2010-06-10,10.54269578352236,19.655493001434454,0.0
2010-06-11,9.875553411566539,18.93480702170962,0.0
2010-06-14,9.642040345825675,18.704123198917323,0.0
2010-06-15,10.06481615361745,19.10018306607879,0.0
2010-06-16,9.813506358346924,18.868379569838247,0.0
2010-06-17,9.734311705823483,18.777938467154875,0.0
2010-06-18,10.043983921929179,19.17651855022795,0.0
2010-06-21,9.81499096685845,18.942952247722733,0.0
2010-06-22,9.754701123902866,18.85007528715519,0.0
2010-06-23,9.860984667857231,18.937574288988102,0.0
2010-06-24,10.057011939589344,19.01155554509033,0.0
2010-06-25,9.796223726765806,18.6642331313982,0.0
2010-06-28,10.257338416486927,19.16188366551179,0.0
2010-06-29,10.508020474331325,19.429477004568763,0.0
2010-06-30,10.546190462244898,19.39702870863387,0.0
2010-07-01,10.310311622300583,19.17015638999391,0.0
2010-07-02,10.516922748469359,19.438156489182077,0.0
2010-07-05,10.523651865116346,19.453424522403328,0.0
2010-07-06,10.506799281004287,19.4552083888037,0.0
2010-07-07,10.779106123375627,19.751581809158747,0.0
2010-07-08,10.788086451890111,19.74198888395382,0.0
2010-07-09,11.34098474186831,20.328889637605798,0.0
2010-07-12,11.755009820858353,20.812969066072597,0.0
2010-07-13,12.235286167078097,21.322836774474084,0.0
2010-07-14,12.454379319387844,21.552245243273592,0.0
2010-07-15,12.644391885208538,21.789582450722065,0.0
2010-07-16,13.058427406145512,22.185091882007324,0.0
2010-07-19,13.313360777187388,22.451853896466602,0.0
2010-07-20,12.966172024673206,22.100444884104586,0.0
2010-07-21,12.858770105363515,21.988872187234577,0.0
2010-07-22,13.192493853995991,22.341045975892882,0.0
2010-07-23,13.804660024598947,23.00117277259237,0.0
2010-07-26,13.369105651386892,22.557895004761484,0.0
2010-07-27,13.39040585051212,22.665275288434984,0.0
2010-07-28,14.121255531011823,23.419075076388918,0.0
2010-07-29,14.274240921964632,23.59517387146035,0.0
2010-07-30,15.08870090985559,24.4782809695937,0.0
2010-08-02,15.231138477627804,24.67768078783179,0.0
2010-08-03,15.329986988561739,24.733479718707162,0.0
2010-08-04,15.341227058038886,24.75702393669268,0.0
2010-08-05,15.126250515016949,24.47718721506982,0.0
2010-08-06,15.13604447675112,24.49597827584393,0.0
2010-08-09,15.20119272476026,24.599945765756594,0.0
2010-08-10,15.843019777625877,25.344868677647693,0.0
2010-08-11,16.01613146793117,25.487342466002016,0.0
2010-08-12,15.976072388179997,25.455493894906866,0.0
2010-08-13,16.134787694524235,25.606602583957418,0.0
2010-08-16,16.70163795480142,26.215197539282407,0.0
2010-08-17,17.316165530394922,26.827595008459326,0.0
2010-08-18,17.269430870813164,26.769243864742798,0.0
2010-08-19,17.641686492160403,27.157734091023222,0.0
2010-08-20,17.80768674753954,27.354694753484843,0.0
2010-08-23,17.6584266925776,27.25698298203758,0.0
2010-08-24,17.933507575711282,27.54106342616773,0.0
2010-08-25,17.740271069392687,27.352393650709562,0.0
2010-08-26,18.23750173897196,27.857095255225328,0.0
2010-08-27,17.85912774391043,27.46419280641359,0.0
2010-08-30,17.866525898342278,27.446326587353,0.0
2010-08-31,17.663519820847373,27.20468538260792,0.0
2010-09-01,17.682673608872612,27.188454491391134,0.0
2010-09-02,17.764164566048656,27.299332973023738,0.0
2010-09-03,17.83623500833851,27.410258860775215,0.0
2010-09-06,18.338265523605134,27.91788193010467,0.0
2010-09-07,18.721570721005488,28.299573444169756,0.0
2010-09-08,18.780103419919737,28.406232259944364,0.0
2010-09-09,19.406683595598384,29.057409449269112,0.0
2010-09-10,18.989988497561725,28.61452715807633,0.0
2010-09-13,19.52317533289538,29.16087510213574,0.0
2010-09-14,20.020060505507242,29.662985028704835,0.0
2010-09-15,20.287926067934325,29.92835648902714,0.0
2010-09-16,20.519066519042294,30.16931975913264,0.0
2010-09-17,20.55256649676762,30.241470622539456,0.0
2010-09-20,20.490870978515694,30.225921147739164,0.0
2010-09-21,20.715412727473257,30.458288192224934,0.0
2010-09-22,20.89510957559222,30.664604103510527,0.0
2010-09-23,20.756288434607264,30.567025784194634,0.0
2010-09-24,20.558422024559555,30.309256420950305,0.0
2010-09-27,20.80752949095812,30.581463708782476,0.0
2010-09-28,21.144384329737555,30.959155776184065,0.0
2010-09-29,20.956399314957032,30.725053546223524,0.0
2010-09-30,20.79287704649866,30.491191979026855,0.0
2010-10-01,20.78559604398693,30.51165080428264,0.0
2010-10-04,20.97739251977737,30.72822063523153,0.0
2010-10-05,21.174925910862562,30.942857982059824,0.0
2010-10-06,21.23599281576327,31.0330850719007,0.0
2010-10-07,21.323555937861105,31.110958776312824,0.0
2010-10-08,21.381344041685104,31.16859857606109,0.0
2010-10-11,21.185769893778428,30.955375898750283,0.0
2010-10-12,21.459426613029244,31.280115540084363,0.0
2010-10-13,21.713456995853097,31.536582712615836,0.0
2010-10-14,21.96029323086144,31.852469626568734,0.0
2010-10-15,21.81363095045854,31.693334391026152,0.0
2010-10-18,22.236516810553873,32.178674667118216,0.0
2010-10-19,22.892659066600608,32.88785502966491,0.0
2010-10-20,22.459933223236895,32.43031312421301,0.0
2010-10-21,22.888709797870277,32.86325780817458,0.0
2010-10-22,22.97423569827044,32.934373168353794,0.0
2010-10-25,23.05702686523079,33.00491386803077,0.0
2010-10-26,23.00978969905456,32.9744132715202,0.0
2010-10-27,23.15714678264382,33.11515047598892,0.0
2010-10-28,23.247664192159334,33.19747553017911,0.0
2010-10-29,23.251038438773296,33.1913648040014,0.0
2010-11-01,23.150099277796144,33.1115961689822,0.0
2010-11-02,23.387668686603625,33.34680294717691,0.0
2010-11-03,23.337687118207164,33.2720742661019,0.0
2010-11-04,23.572819145790124,33.53405529588531,0.0
2010-11-05,23.870504506900158,33.83027445831146,0.0
2010-11-08,24.166387113813514,34.143955013882675,0.0
2010-11-09,24.156245719805792,34.12685816398413,0.0
2010-11-10,24.857879027386744,34.84846742572512,0.0
2010-11-11,24.944204066123497,34.923414515516946,0.0
2010-11-12,24.925265440841436,34.911524967332056,0.0
2010-11-15,25.040482866060508,34.9740078620969,0.0
2010-11-16,24.777069350870896,34.693473368430716,0.0
2010-11-17,24.95532515880243,34.89485184297018,0.0
2010-11-18,25.089021445452154,35.05974075614444,0.0
2010-11-19,25.055601847500107,35.02020326817319,0.0
2010-11-22,24.9774856506366,34.90704297905269,0.0
2010-11-23,25.25558549198572,35.175666319723284,0.0
2010-11-24,25.224330954862562,35.12942669063597,0.0
2010-11-25,25.536802111922352,35.48833334680368,0.0
2010-11-26,24.93072554665794,34.87446745583767,0.0
2010-11-29,24.498816886973085,34.40864730492057,0.0
2010-11-30,24.702936514860284,34.64220812375318,0.0
2010-12-01,25.092955861634714,35.06854657305627,0.0
2010-12-02,25.542667893181626,35.56203868738199,0.0
2010-12-03,26.448025578538626,36.51153616648342,0.0
2010-12-06,26.034636690549195,36.03766041252812,0.0
2010-12-07,26.375045980286373,36.40385458615012,0.0
2010-12-08,25.8151042269779,35.75977082371449,0.0
2010-12-09,25.632956507481186,35.56968624264867,0.0
2010-12-10,25.620524687908762,35.520683005857954,0.0
2010-12-13,26.38458779574289,36.34427326905663,0.0
2010-12-14,26.100516984945223,35.96199941101177,0.0
2010-12-15,26.413708144324023,36.28797986709562,0.0
2010-12-16,26.1190186932313,35.953499377529454,0.0
2010-12-17,26.197479283492054,36.06258390039896,0.0
2010-12-20,26.268502673184123,36.12404500940425,0.0
2010-12-21,26.389747286559874,36.220296786413876,0.0
2010-12-22,25.90921606773491,35.7146411828541,0.0
2010-12-23,25.56720576952798,35.32301920562973,0.0
2010-12-24,25.214998602494898,34.98134234064276,0.0
2010-12-27,25.274532613815516,35.033187373520526,0.0
2010-12-28,25.44669800942172,35.2114401086026,0.0
2010-12-29,24.943440267685958,34.655426326432014,0.0
2010-12-30,24.66334421145062,34.33284645348127,0.0
2010-12-31,24.873027898237044,34.555439289174814,0.0
2011-01-03,25.236603262758848,34.90727385141681,0.0
2011-01-04,25.78159586314395,35.48196675696016,0.0
2011-01-05,25.933414565132118,35.64028875090459,0.0
2011-01-06,26.12924070938871,35.85104318393917,0.0
2011-01-07,25.979835142638976,35.66680469298979,0.0
2011-01-10,26.695323477971634,36.430891930612155,0.0
2011-01-11,26.030346840928686,35.68873736671594,0.0
2011-01-12,26.361599087265052,36.073910777278954,0.0
2011-01-13,26.54082271659224,36.25673093515951,0.0
2011-01-14,26.266056067295995,35.964552918619354,0.0
2011-01-17,27.135013713745295,36.88858343156136,0.0
2011-01-18,27.46983235317908,37.25301368957397,0.0
2011-01-19,27.655171572942617,37.477078119203625,0.0
2011-01-20,27.22021721683827,37.017326559441585,0.0
2011-01-21,26.815351277955756,36.60663091729794,0.0
2011-01-24,26.71956466107803,36.5085874974894,0.0
2011-01-25,26.911762056684594,36.77294828199458,0.0
2011-01-26,26.831823860670067,36.65072580487993,0.0
2011-01-27,27.221377845895468,37.081944497772156,0.0
2011-01-28,27.42527829951733,37.281448349833425,0.0
2011-01-31,27.573124850120134,37.42175351993862,0.0
2011-02-01,27.550106507311956,37.355208448256214,0.0
2011-02-02,27.591191834916096,37.41282799508554,0.0
2011-02-03,27.93642551511326,37.77696247530151,0.0
2011-02-04,27.606266476242713,37.38204417940834,0.0
2011-02-07,27.334334481353785,37.14851996459858,0.0
2011-02-08,27.29692167469009,37.04988068784163,0.0
2011-02-09,26.952668020956104,36.63710919778473,0.0
2011-02-10,26.83801699589874,36.42836870954162,0.0
2011-02-11,27.202661683156837,36.816938625724326,0.0
2011-02-14,27.701160224526333,37.34698878174525,0.0
2011-02-15,28.442639031854956,38.161564463064515,0.0
2011-02-16,28.353361644364416,38.045897940996554,0.0
2011-02-17,28.355851924598173,38.0633081894632,0.0
2011-02-18,28.629005120367303,38.363870979421556,0.0
2011-02-21,28.553170751360835,38.21360506116509,0.0
2011-02-22,28.499541085367298,38.151997657797246,0.0
2011-02-23,28.133132385021486,37.79432839321268,0.0
2011-02-24,28.18343501779981,37.81640271965363,0.0
2011-02-25,28.691517913607754,38.409991788299806,0.0
2011-02-28,29.0025645851085,38.789154374524124,0.0
2011-03-01,29.633325611627814,39.45686774678314,0.0
2011-03-02,29.483955988873856,39.264810493545156,0.0
2011-03-03,30.211715617284575,39.99933740299404,0.0
2011-03-04,30.17610970270126,39.97264207042708,0.0
2011-03-07,30.178967523077826,40.02234260704005,0.0
2011-03-08,29.833331164325074,39.64633688529424,0.0
2011-03-09,30.418062238659637,40.24223526636239,0.0
2011-03-10,30.559757961871558,40.38731558292532,0.0
2011-03-11,31.053371368632266,40.965940742667904,0.0
2011-03-14,31.676831525814684,41.615730525444604,0.0
2011-03-15,31.597648694238867,41.566718367973586,0.0
2011-03-16,32.008330204027935,41.972949823182184,0.0
2011-03-17,32.22184948027875,42.203975693664965,0.0
2011-03-18,32.25886962065645,42.304633477141465,0.0
2011-03-21,32.634913216078274,42.76199613297762,0.0
2011-03-22,33.243832566129974,43.45190532775243,0.0
2011-03-23,33.60412216968305,43.879906156207625,0.0
2011-03-24,34.21292944789178,44.53673220338208,0.0
2011-03-25,33.75505515871333,44.07821743256579,0.0
2011-03-28,33.644062086865546,43.974269097845365,0.0
2011-03-29,33.9113184700087,44.24337461378342,0.0
2011-03-30,34.100635834214785,44.46330488019286,0.0
2011-03-31,34.083030834862306,44.486782851368915,0.0
2011-04-01,33.71730537339648,44.10224002644938,0.0
2011-04-04,34.236843581226005,44.656310844126715,0.0
2011-04-05,34.05287439303362,44.45223377900766,0.0
2011-04-06,33.845913099426575,44.25957236450697,0.0
2011-04-07,33.58507693132549,44.001354749656606,0.0
2011-04-08,34.328425069641355,44.74926962780395,0.0
2011-04-11,34.7676163925394,45.204726856722566,0.0
2011-04-12,35.51255433823752,45.95016625552644,0.0
2011-04-13,35.622808218243506,46.04979003131715,0.0
2011-04-14,35.16687905154126,45.570661210010584,0.0
2011-04-15,35.61612192621937,46.020004785543044,0.0
2011-04-18,35.72382503528368,46.1296735510931,0.0
2011-04-19,35.95664914880141,46.41969813241575,0.0
2011-04-20,35.85488761316813,46.31893076632765,0.0
2011-04-21,36.42101128833384,46.9449591140969,0.0
2011-04-22,37.53300075168981,48.127960438468676,0.0
2011-04-25,37.743394187887816,48.33765535549088,0.0
2011-04-26,38.21008604346223,48.858588303300806,0.0
2011-04-27,38.319569373251916,49.00841550901938,0.0
2011-04-28,39.26087454034297,50.044012209835564,0.0
2011-04-29,39.02003397503362,49.79966768874584,0.0
2011-05-02,39.047797641809545,49.796120170360304,0.0
2011-05-03,39.4124634257502,50.199302484274845,0.0
2011-05-04,38.89208153357111,49.62671927779767,0.0
2011-05-05,39.51198856808031,50.25361755778286,0.0
2011-05-06,39.337655123715855,50.03589799981989,0.0
2011-05-09,39.72434533212572,50.47261243280585,0.0
2011-05-10,40.13075522211371,50.931989380708906,0.0
2011-05-11,40.32560810014909,51.15864349255163,0.0
2011-05-12,40.83149821829082,51.7027117564522,0.0
2011-05-13,40.546153027623255,51.41535751867244,0.0
2011-05-16,40.718398343501946,51.59367795746073,0.0
2011-05-17,40.67398458798272,51.57283378432174,0.0
2011-05-18,40.69574901365576,51.595589404850095,0.0
2011-05-19,40.719888063274404,51.62824849953645,0.0
2011-05-20,40.93165785061381,51.85044619103238,0.0
2011-05-23,41.302742966904084,52.26172001407059,0.0
2011-05-24,41.51887491718185,52.49414971075945,0.0
2011-05-25,41.33626456072071,52.27439007340604,0.0
2011-05-26,41.76197475900463,52.77178760836745,0.0
2011-05-27,41.531545263421954,52.52258013336277,0.0
2011-05-30,41.37657213278527,52.32140035666322,0.0
2011-05-31,41.32081448424096,52.35254515845551,0.0
2011-06-01,41.95669271693754,53.01150737660188,0.0
2011-06-02,42.57065810695995,53.710841338128866,0.0
2011-06-03,42.670643940182494,53.81207062461635,0.0
2011-06-06,43.03773268136044,54.23725564836048,0.0
2011-06-07,43.50313491153577,54.751720604052046,0.0
2011-06-08,43.897412939798876,55.18488120354086,0.0
2011-06-09,43.84950464831772,55.15758368217028,0.0
2011-06-10,44.15483973921992,55.49600252959878,0.0
2011-06-13,44.23645461448999,55.57543392799103,0.0
2011-06-14,44.868516855273576,56.26234037712441,0.0
2011-06-15,45.17683014439808,56.5268947753758,0.0
2011-06-16,44.67737279383297,56.00696263501488,0.0
2011-06-17,44.37769695075213,55.689536995470746,0.0
2011-06-20,44.41660188882175,55.72966725175217,0.0
2011-06-21,44.792872561787654,56.15312895681481,0.0
2011-06-22,44.776731630827385,56.12749319844437,0.0
2011-06-23,44.89187146610802,56.26209801213478,0.0
2011-06-24,44.91861781246289,56.337284432348156,0.0
